Epoch,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Loss
0,0.5293795,0.50370246,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.30385616421699524
1,0.5579633,0.5224405,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2596962129076322
2,0.58518964,0.5422367,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.22699564695358276
3,0.61009467,0.56129265,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.20579825962583223
4,0.63139826,0.5768603,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19581819449861845
5,0.6478806,0.5867699,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19402193774779639
6,0.6598549,0.59044254,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.194863090912501
7,0.66753185,0.58804125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19601477310061455
8,0.67118794,0.5810846,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19627340758840242
9,0.6726384,0.5705431,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19534285739064217
10,0.6730178,0.55817527,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19371420393387476
11,0.6724511,0.54596514,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19277438645561537
12,0.6710448,0.53527814,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.192288671930631
13,0.6694127,0.5264632,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1920593356092771
14,0.6681287,0.51960284,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19201921919981638
15,0.66763467,0.5146001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19204126422603926
16,0.66782254,0.51151156,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19206883137424788
17,0.66840297,0.51014596,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19207938263813654
18,0.6692341,0.5101325,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19205412144462267
19,0.67014027,0.5110993,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19201397523283958
20,0.67095226,0.51270235,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1919796715180079
21,0.6715379,0.5146479,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1919600504140059
22,0.6718198,0.5167052,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19195414210359255
23,0.67178035,0.5187107,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19195464005072913
24,0.67146116,0.5204089,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19196402529875436
25,0.6709258,0.5215785,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19197334224979082
26,0.6702817,0.52232,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19197501614689827
27,0.66963863,0.52274364,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1919721712668737
28,0.66908824,0.522953,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19196714088320732
29,0.66865814,0.52314264,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1919588247934977
30,0.6684499,0.52347505,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19195950652162233
31,0.6686401,0.5238109,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1919373298684756
32,0.6690912,0.5241016,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19191628446181616
33,0.6695298,0.5243462,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19191178182760874
34,0.6696602,0.5245857,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1919300432006518
35,0.66953415,0.52478576,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19194436942537627
36,0.6692331,0.52494824,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1919522521396478
37,0.6689852,0.5250365,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1919559066494306
38,0.6690482,0.524983,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19194050505757332
39,0.66919285,0.52488303,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19192914416392645
40,0.6691416,0.5248495,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1919402852654457
41,0.6689558,0.52487487,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1919471708436807
42,0.668843,0.52489763,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19195466116070747
43,0.6690416,0.52481914,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19193709517518678
44,0.66929626,0.52471876,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19192624216278395
45,0.66930974,0.524698,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19193997979164124
46,0.66914403,0.5247379,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1919493799408277
47,0.66902053,0.52477103,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19195480520526567
48,0.66904896,0.5247616,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19193899631500244
49,0.6690849,0.5247669,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19194678838054338
50,0.66922075,0.5247306,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19193467870354652
51,0.669157,0.5247697,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19194567824403444
52,0.66895705,0.5248676,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.19195245082179704
53,0.66883963,0.524949,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1919602652390798
